name,cname,symbol
"Cricut, Inc.","Cricut, Inc.",CRCT
"MRC Global, Inc.","MRC Global, Inc.",MRC
SP Plus Corp.,SP Plus Corp.,SP
"Paramount Group, Inc.","Paramount Group, Inc.",PGRE
"Bain Capital Specialty Finance, Inc.","Bain Capital Specialty Finance, Inc.",BCSF
BlackRock Credit Allocation Income Trust,BTZ信托,BTZ
"Tyra Biosciences, Inc.","Tyra Biosciences, Inc.",TYRA
"PubMatic, Inc.","PubMatic, Inc.",PUBM
"BlueLinx Holdings, Inc.",布鲁林克斯,BXC
"Himax Technologies, Inc.",奇景光电,HIMX
"Arcturus Therapeutics Holdings, Inc.","Arcturus Therapeutics Holdings, Inc.",ARCT
"American Finance Trust, Inc.","American Finance Trust, Inc.",AFIN
CC Neuberger Principal Holdings II,CC Neuberger Principal Holdings II,PRPB
TriMas Corp.,瑞奇包装系统,TRS
Preferred Bank (California),保富银行,PFBC
"Hyster-Yale Materials Handling, Inc.","Hyster-Yale Materials Handling, Inc.",HY
"BRC, Inc.","BRC, Inc.",BRCC
"Oric Pharmaceuticals, Inc.","Oric Pharmaceuticals, Inc.",ORIC
"Portillo's, Inc.","Portillo's, Inc.",PTLO
"Select Water Solutions, Inc.","Select Water Solutions, Inc.",WTTR
"Cohen & Steers REIT & Preferred & Income Fund, Inc.","Cohen & Steers REIT & Preferred & Income Fund, Inc.",RNP
"AMERISAFE, Inc.","AMERISAFE, Inc.",AMSF
"Energy Fuels, Inc.","Energy Fuels, Inc.",UUUU
"Peoples Bancorp, Inc. (Ohio)","Peoples Bancorp, Inc. (Ohio)",PEBO
"Barings BDC, Inc.","Barings BDC, Inc.",BBDC
"Alignment Healthcare, Inc.","Alignment Healthcare, Inc.",ALHC
Screaming Eagle Acquisition Corp.,Screaming Eagle Acquisition Corp.,SCRM
OCI Partners LP,OCI Partners LP,OCIP
"Sandy Spring Bancorp, Inc.","Sandy Spring Bancorp, Inc.",SASR
"Zimvie, Inc.","Zimvie, Inc.",ZIMVV
"Gracell Biotechnologies, Inc.",亘喜生物科技公司,GRCL
Legacy Reserves LP,Legacy Reserves LP,LGCYP
"Plymouth Industrial REIT, Inc.","Plymouth Industrial REIT, Inc.",PLYM
"German American Bancorp, Inc.",德美银行,GABC
"Zentalis Pharmaceuticals, Inc.","Zentalis Pharmaceuticals, Inc.",ZNTL
GS Acquisition Holdings Corp. II,GS Acquisition Holdings Corp. II,GSAH
"Model N, Inc.","Model N, Inc.",MODN
Churchill Capital Corp. VII,Churchill Capital Corp. VII,CVII
"PRA Group, Inc.","PRA Group, Inc.",PRAA
"Mativ Holdings, Inc.","Mativ Holdings, Inc.",MATV
Encana Corp.,加拿大能源,ECA
Creative Media & Community Trust Corp.,Creative Media & Community Trust Corp.,CMCTP
"Berkshire Hills Bancorp, Inc.","Berkshire Hills Bancorp, Inc.",BHLB
"CRA International, Inc.",CRA国际,CRAI
SiriusPoint Ltd.,SiriusPoint Ltd.,TPRE
"SRC Energy, Inc.","SRC Energy, Inc.",SRCI
Pagaya Technologies Ltd.,Pagaya Technologies Ltd.,PGY
The Gorman-Rupp Co.,The Gorman-Rupp Co.,GRC
"Ellington Financial, Inc.",Ellington投资,EFC
"Beazer Homes USA, Inc.",贝哲房屋,BZH
Oi SA,Oi SA,OIBR.C
NeoGames SA,NeoGames SA,NGMS
"Republic Bancorp, Inc. (Kentucky)","Republic Bancorp, Inc. (Kentucky)",RBCAA
Legacy Reserves LP,Legacy Reserves LP,LGCYO
"Origin Bancorp, Inc.","Origin Bancorp, Inc.",OBK
"Transcat, Inc.","Transcat, Inc.",TRNS
"Prime Medicine, Inc.","Prime Medicine, Inc.",PRME
"Brookfield Property REIT, Inc.","Brookfield Property REIT, Inc.",BPR
Nuveen New York AMT-Free Quality Municipal Income Fund,Nuveen New York AMT-Free Quality Municipal Income Fund,NRK
National Research Corp.,National Research Corp.,NRC
"ARMOUR Residential REIT, Inc.",ARMOUR房地产资金信托,ARR
Repay Holdings Corp.,Repay Holdings Corp.,RPAY
"QCR Holdings, Inc.","QCR Holdings, Inc.",QCRH
"Heartland Express, Inc.",哈特兰快递,HTLD
"AMTD International, Inc.",尚乘国际,HKIB
Capital Product Partners LP,Capital Product Partners LP,CPLP
"Golden Entertainment, Inc.","Golden Entertainment, Inc.",GDEN
IDT Corp.,万威,IDT
"Thermon Group Holdings, Inc.","Thermon Group Holdings, Inc.",THR
"Accel Entertainment, Inc.","Accel Entertainment, Inc.",ACEL
Herbalife Ltd.,康宝莱国际公司,HLF
HireRight Holdings Corp.,HireRight Holdings Corp.,HRT
"REV Group, Inc.","REV Group, Inc.",REVG
"Och-Ziff Capital Management Group, Inc.","Och-Ziff Capital Management Group, Inc.",OZM
"P10, Inc.",普莱克斯公司,PX
"Universal Logistics Holdings, Inc.","Universal Logistics Holdings, Inc.",ULH
Centessa Pharmaceuticals Plc,Centessa Pharmaceuticals Plc,CNTA
MAG Silver Corp.,迈力达电子,MAG
"Sprott, Inc.","Sprott, Inc.",SII
"Cytek Biosciences, Inc.","Cytek Biosciences, Inc.",CTKB
"Grid Dynamics Holdings, Inc.","Grid Dynamics Holdings, Inc.",GDYN
"Monro, Inc.","Monro, Inc.",MNRO
"USANA Health Sciences, Inc.",优莎娜,USNA
"Hudson Pacific Properties, Inc.","Hudson Pacific Properties, Inc.",HPP
Lithium Americas Corp.,Lithium Americas Corp.,LAC
"Proto Labs, Inc.","Proto Labs, Inc.",PRLB
"SunCoke Energy, Inc.","SunCoke Energy, Inc.",SXC
"FIGS, Inc.","FIGS, Inc.",FIGS
Silence Therapeutics Plc,Silence Therapeutics Plc,SLN
"Gores Metropoulos, Inc.","Gores Metropoulos, Inc.",GMHIU
"Cipher Mining, Inc.","Cipher Mining, Inc.",CIFR
"Nexeo Solutions, Inc.","Nexeo Solutions, Inc.",NXEOU
"U.S. Silica Holdings, Inc.","U.S. Silica Holdings, Inc.",SLCA
Nuveen Churchill Direct Lending Corp.,Nuveen Churchill Direct Lending Corp.,NCDL
"Innoviva, Inc.","Innoviva, Inc.",INVA
"Byline Bancorp, Inc.","Byline Bancorp, Inc.",BY
Portman Ridge Finance Corp.,Portman Ridge Finance Corp.,KCAPL
Okeanis Eco Tankers Corp.,Okeanis Eco Tankers Corp.,ECO
"Saul Centers, Inc.","Saul Centers, Inc.",BFS
Riskified Ltd.,Riskified Ltd.,RSKD
Silver Run Acquisition Corp. II,Silver Run Acquisition Corp. II,SRUN
Forward Air Corp.,福沃运输,FWRD
Calamos Convertible & High Income Fund,CHY基金,CHY
Navitas Semiconductor Corp.,Navitas Semiconductor Corp.,NVTS
"Astec Industries, Inc.",Astec实业公司,ASTE
Shenandoah Telecommunications Co. (Virginia),Shenandoah Telecommunications Co. (Virginia),SHEN
Middlesex Water Co.,米德尔赛克斯水务公司,MSEX
"BrightView Holdings, Inc.","BrightView Holdings, Inc.",BV
"Healthcare Services Group, Inc.",医疗保健服务,HCSG
OceanFirst Financial Corp.,OceanFirst Financial Corp.,OCFC
Matthews International Corp.,马修国际加工,MATW
"Schnitzer Steel Industries, Inc.",史尼泽钢铁,SCHN
Coca-Cola Hellenic Bottling Co S.A. ADS,可口可乐希腊瓶装,CCH
"Avanos Medical, Inc.","Avanos Medical, Inc.",AVNS
VanEck Green Metals ETF,几何油气,GMET
"TechTarget, Inc.","TechTarget, Inc.",TTGT
"Artius Acquisition, Inc.","Artius Acquisition, Inc.",AACQ
"Xometry, Inc.","Xometry, Inc.",XMTR
Precision Drilling Corp.,Precision Drilling Corp.,PDS
"BlackRock MuniYield Quality Fund, Inc.",黑岩综合产业,MQY
Guild Holdings Co.,Guild Holdings Co.,GHLD
Nexa Resources SA,Nexa Resources SA,NEXA
"Luminar Technologies, Inc.","Luminar Technologies, Inc.",GMHI
"B&G Foods, Inc.",B&G食品,BGS
"Vimeo, Inc.","Vimeo, Inc.",VMEO
"Ballard Power Systems, Inc.",巴拉德动力系统,BLDP
Sabine Royalty Trust,Sabine Royalty Trust,SBR
"AllianceBernstein Global High Income Fund, Inc.",联博全球,AWF
Internet Initiative Japan Inc.,首创网络,IIJI
IMAX Corp.,IMAX Corp.,IMAX
Apollo Investment Corp.,阿波罗投资公司,AINV
Nayax Ltd. (Israel),Nayax Ltd. (Israel),NYAX
"SilverCrest Metals, Inc.","SilverCrest Metals, Inc.",SILV
Genco Shipping & Trading Ltd.,根科船务贸易,GNK
"NovaGold Resources, Inc.",诺华黄金资源公司,NG
"BrightSpire Capital, Inc.","BrightSpire Capital, Inc.",BRSP
"Prudential Financial, Inc.","Prudential Financial, Inc.",PRS
"European Wax Center, Inc.","European Wax Center, Inc.",EWCZ
"Interface, Inc.","Interface, Inc.",TILE
Nikola Corp.,Nikola Corp.,NKLA
"SSR Mining, Inc.","SSR Mining, Inc.",SSRM
"Simulations Plus, Inc.","Simulations Plus, Inc.",SLP
LendingClub Corp.,LendingClub Corp.,LC
"Origin Bancorp, Inc.","Origin Bancorp, Inc.",OBNK
TimkenSteel Corp.,TimkenSteel Corp.,TMST
"Brookline Bancorp, Inc.",布鲁克赖恩银行,BRKL
"HilleVax, Inc.","HilleVax, Inc.",HLVX
"Vital Farms, Inc.","Vital Farms, Inc.",VITL
"Nanometrics, Inc.",耐诺,NANO
Stratasys Ltd.,Stratasys,SSYS
"BlackRock Municipal Income Fund, Inc.",黑石中级期债券基金,MUI
"Hibbett, Inc.",希贝特体育,HIBB
"BrightSphere Investment Group, Inc.","BrightSphere Investment Group, Inc.",BSIG
"Pliant Therapeutics, Inc.","Pliant Therapeutics, Inc.",PLRX
"Nextdoor Holdings, Inc.","Nextdoor Holdings, Inc.",KIND
Roundhill Magnificent Seven ETF,马加尔安全系统,MAGS
"Paragon 28, Inc.","Paragon 28, Inc.",FNA
"Southside Bancshares, Inc.","Southside Bancshares, Inc.",SBSI
"VASCO Data Security International, Inc.","VASCO Data Security International, Inc.",VDSI
"Compass Minerals International, Inc.","Compass Minerals International, Inc.",CMP
Fiverr International Ltd.,Fiverr,FVRR
Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,ETW
"Hovnanian Enterprises, Inc.",霍夫纳尼安,HOV
Target Hospitality Corp.,Target Hospitality Corp.,TH
REINVENT TECHNOLOGY PARTNERS,REINVENT TECHNOLOGY PARTNERS,RTP
"Kelly Services, Inc.",凯利服务,KELYB
"USA Technologies, Inc.",全美科技,USAT
Bank First Corp.,Bank First Corp.,BFC
WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,AGGY
abrdn Total Dynamic Dividend Fund,abrdn Total Dynamic Dividend Fund,AOD
"Energy Recovery, Inc.","Energy Recovery, Inc.",ERII
"BlackRock Enhanced Capital & Income Fund, Inc.",CII基金,CII
SLR Investment Corp.,SLR Investment Corp.,SLRC
"Shoe Carnival, Inc.","Shoe Carnival, Inc.",SCVL
"Sinclair, Inc.","Sinclair, Inc.",SBGI
Open Lending Corp.,Open Lending Corp.,LPRO
"Kelly Services, Inc.",凯利服务,KELYA
WisdomTree International Equity Fund,WisdomTree International Equity Fund,DWM
Radware Ltd.,Radware Ltd.,RDWR
"The Hain Celestial Group, Inc.",海恩时富,HAIN
"Bel Fuse, Inc.","Bel Fuse, Inc.",BELFA
"Clear Channel Outdoor Holdings, Inc.","Clear Channel Outdoor Holdings, Inc.",CCO
"QuinStreet, Inc.","QuinStreet, Inc.",QNST
Controladora Vuela Compa帽铆a de Aviaci贸n SAB de CV,Controladora Vuela Compa帽铆a de Aviaci贸n SAB de CV,VLRS
"Chegg, Inc.","Chegg, Inc.",CHGG
Deluxe Corp.,豪华,DLX
Centerspace,Centerspace,CSR
Nordic American Tankers Ltd.,Nordic American Tankers Ltd.,NAT
"BJ's Restaurants, Inc.",BJs餐饮,BJRI
Azul SA,Azul SA,AZUL
UNITIL Corp.,UNITIL Corp.,UTL
Calamos Convertible Opportunities & Income Fund,CHI基金,CHI
"Washington Federal, Inc.","Washington Federal, Inc.",WAFDW
abrdn Healthcare Investors,HQH基金,HQH
"Air Transport Services Group, Inc.",美国航空运输服务集团,ATSG
IHS Holding Ltd.,IHS Holding Ltd.,IHS
"Thoughtworks Holding, Inc.","Thoughtworks Holding, Inc.",TWKS
Yalla Group Ltd.,雅乐科技,YALA
"Veradigm, Inc.",麦赛斯医药,MDRX
HORIZON ACQUISITION CORPORATION,HORIZON ACQUISITION CORPORATION,HZAC
CrossAmerica Partners LP,CrossAmerica Partners LP,CAPL
Abivax SA,Abivax SA,ABVX
Metals Acquisition Ltd.,Metals Acquisition Ltd.,MTAL
"Carlyle Secured Lending, Inc","Carlyle Secured Lending, Inc",CGBD
"Foundation Building Materials, Inc.","Foundation Building Materials, Inc.",FBM
"Ethan Allen Interiors, Inc.","Ethan Allen Interiors, Inc.",ETD
abrdn Healthcare Opportunities Fund,abrdn Healthcare Opportunities Fund,THQ
"Malibu Boats, Inc.","Malibu Boats, Inc.",MBUU
"OPAL Fuels, Inc.","OPAL Fuels, Inc.",OPAL
Bally's Corp.,多佛唐斯娱乐,TRWH
"Weave Communications, Inc.","Weave Communications, Inc.",WEAV
"EVgo, Inc.","EVgo, Inc.",EVGO
"AT&T, Inc.","AT&T, Inc.",TBC
Bioceres Crop Solutions Corp.,Bioceres Crop Solutions Corp.,BIOX
Lithium Americas (Argentina) Corp.,Lithium Americas (Argentina) Corp.,LAAC
"Artivion, Inc.","Artivion, Inc.",AORT
"Petco Health & Wellness Company, Inc.","Petco Health & Wellness Company, Inc.",WOOF
Almacenes 脡xito SA,Almacenes 脡xito SA,EXTO
Mountain Province Diamonds Inc,Mountain Province Diamonds Inc,MDM
"Luminar Technologies, Inc.","Luminar Technologies, Inc.",LAZR
Gladstone Investment Corp.,Gladstone Investment Corp.,GAINO
"Redwood Trust, Inc.","Redwood Trust, Inc.",RWT
"Cornerstone Total Return Fund, Inc.","Cornerstone Total Return Fund, Inc.",CRF
Bitfarms Ltd. (Canada),Bitfarms Ltd. (Canada),BITF
"The First Bancshares, Inc. (Mississippi)",第一银行股份,FBMS
Kingsoft Cloud Holdings Ltd.,北京金山云网络技术有限公司,KC
"HealthStream, Inc.",健康流科技,HSTM
"Laredo Petroleum, Inc.","Laredo Petroleum, Inc.",LPI
"ChargePoint Holdings, Inc.","ChargePoint Holdings, Inc.",CHPT
"ACELYRIN, Inc.","ACELYRIN, Inc.",SLRN
Ferroglobe PLC,Ferroglobe PLC,GSM
Waldencast Plc,Waldencast Plc,WALD
FlexShares International Quality Dividend Index Fund,FlexShares International Quality Dividend Index Fund,IQDF
"Algoma Steel Group, Inc.","Algoma Steel Group, Inc.",ASTL
Karooooo Ltd.,Karooooo Ltd.,KARO
ProPetro Holding Corp.,ProPetro Holding Corp.,PUMP
"Bridge Investment Group Holdings, Inc.","Bridge Investment Group Holdings, Inc.",BRDG
"Lakeland Bancorp, Inc.",拉扎德银行,LBAI
"Sturm, Ruger & Co., Inc.",斯特姆-鲁格,RGR
"CryoPort, Inc.","CryoPort, Inc.",CYRX
Apergy Corp.,Apergy Corp.,APY
Nabors Industries Ltd.,纳伯斯实业,NBR
Dragoneer Growth Opportunities Corp.,Dragoneer Growth Opportunities Corp.,DGNR
"Standard BioTools, Inc.","Standard BioTools, Inc.",LAB
"Astria Therapeutics, Inc.","Astria Therapeutics, Inc.",ATXS
"Smith & Wesson Brands, Inc.","Smith & Wesson Brands, Inc.",SWBI
"Cassava Sciences, Inc.","Cassava Sciences, Inc.",SAVA
"SilverBow Resources, Inc.","SilverBow Resources, Inc.",SBOW
"Universal Technical Institute, Inc.","Universal Technical Institute, Inc.",UTI
"ARS Pharmaceuticals, Inc.","ARS Pharmaceuticals, Inc.",SPRY
Westlake Chemical Partners LP,Westlake Chemical Partners LP,WLKP
Fifth Street Finance Corp,第五大道金融,FSC
"NexPoint Residential Trust, Inc.","NexPoint Residential Trust, Inc.",NXRT
"Treace Medical Concepts, Inc.","Treace Medical Concepts, Inc.",TMCI
Embecta Corp.,Embecta Corp.,EMBC
"Piedmont Office Realty Trust, Inc.","Piedmont Office Realty Trust, Inc.",PDM
"Dril-Quip, Inc.",德久普公司,DRQ
"Purecycle Technologies, Inc.","Purecycle Technologies, Inc.",PCT
World Acceptance Corp.,World Acceptance Corp.,WRLD
Steel Partners Holdings LP,Steel Partners Holdings LP,SPLP
Liberty Interactive Corp.,Liberty Interactive Corp.,QVCB
"Barrett Business Services, Inc.",巴瑞特商业服务公司,BBSI
First Trust Small Cap Core AlphaDEX Fund,First Trust Small Cap Core AlphaDEX Fund,FYX
"Torchlight Energy Resources, Inc.","Torchlight Energy Resources, Inc.",TRCH
"BlackRock MuniYield Quality Fund III, Inc.",黑岩市政收益保险基金,MYI
"Lawson Products, Inc.",劳森产品,LAWS
"SunOpta, Inc.","SunOpta, Inc.",STKL
"Fate Therapeutics, Inc.","Fate Therapeutics, Inc.",FATE
"Thryv Holdings, Inc.","Thryv Holdings, Inc.",THRY
NGL Energy Partners LP,NGL Energy Partners LP,NGL
"American Axle & Manufacturing Holdings, Inc.",美国车桥,AXL
"Everi Holdings, Inc.","Everi Holdings, Inc.",EVRI
"Aspen Digital, Inc.","Aspen Digital, Inc.",AJAX
"Zymeworks, Inc.","Zymeworks, Inc.",ZYME
"Capitol Federal Financial, Inc.","Capitol Federal Financial, Inc.",CFFN
Paysafe Ltd.,Paysafe Ltd.,PSFE
"Aurinia Pharmaceuticals, Inc.","Aurinia Pharmaceuticals, Inc.",AUPH
"Romeo Power, Inc.","Romeo Power, Inc.",RMG
"Granite Ridge Resources, Inc.","Granite Ridge Resources, Inc.",GRNT
Vident Core US Equity Fund,Vident Core US Equity Fund,VUSE
CECO Environmental Corp.,职业教育,CECO
"Eagle Point Credit Co., Inc.","Eagle Point Credit Co., Inc.",ECC
Loma Negra Compa帽铆a Industrial Argentina SA,Loma Negra Compa帽铆a Industrial Argentina SA,LOMA
"Vivid Seats, Inc.","Vivid Seats, Inc.",SEAT
"Wolverine World Wide, Inc.",沃尔弗林集团,WWW
"Myers Industries, Inc.","Myers Industries, Inc.",MYE
"WisdomTree Investments, Inc.","WisdomTree Investments, Inc.",WETF
EHang Holdings Ltd.,广州亿航智能技术有限公司,EH
Brandywine Realty Trust,布兰迪维因不动产信托,BDN
"BioLife Solutions, Inc.","BioLife Solutions, Inc.",BLFS
"Icosavax, Inc.","Icosavax, Inc.",ICVX
"ConnectOne Bancorp, Inc.","ConnectOne Bancorp, Inc.",CNOB
Pharming Group NV,Pharming Group NV,PHAR
SPDR Morgan Stanley Technology,SPDR Morgan Stanley Technology,MTK
Enerflex Ltd.,Enerflex Ltd.,EFXT
Atrion Corp.,Atrion公司,ATRI
"Tellurian, Inc.","Tellurian, Inc.",TELL
Viad Corp.,Viad Corp.,VVI
REX American Resources Corp.,REX American Resources Corp.,REX
Doubleline Yield Opportunities Fund,Doubleline Yield Opportunities Fund,DLY
Boston Omaha Corp.,Boston Omaha Corp.,BOMN
"AST Spacemobile, Inc.","AST Spacemobile, Inc.",ASTS
"Pediatrix Medical Group, Inc.","Pediatrix Medical Group, Inc.",MD
WalkMe Ltd.,WalkMe Ltd.,WKME
"Titan International, Inc.","Titan International, Inc.",TWI
"Overstock.com, Inc.","Overstock.com, Inc.",OSTK
"Core Laboratories, Inc.","Core Laboratories, Inc.",CLB
"Haynes International, Inc.",海恩斯国际,HAYN
"Mission Produce, Inc.","Mission Produce, Inc.",AVO
Intrexon Corp.,Intrexon Corp.,XON
BlackRock Resources & Commodities Strategy Trust,BlackRock Resources & Commodities Strategy Trust,BCX
"Gores Holdings IX, Inc.","Gores Holdings IX, Inc.",GHIXU
"i3 Verticals, Inc.","i3 Verticals, Inc.",IIIV
"Cronos Group, Inc.","Cronos Group, Inc.",CRON
Apollo Strategic Growth Capital,Apollo Strategic Growth Capital,APSG
TWC TECH HLDGS II CORP,TWC TECH HLDGS II CORP,TWCT
CureVac NV,CureVac NV,CVAC
"Enfusion, Inc.","Enfusion, Inc.",ENFN
Trident Acquisitions Corp.,Trident Acquisitions Corp.,TDAC
ARKO Corp.,ARKO Corp.,ARKO
Nuveen Credit Strategies Income Fund,Nuveen Credit Strategies Income Fund,JQC
"Community Healthcare Trust, Inc.","Community Healthcare Trust, Inc.",CHCT
SimilarWeb Ltd.,SimilarWeb Ltd.,SMWB
"Schweitzer-Mauduit International, Inc.","Schweitzer-Mauduit International, Inc.",SWM
"Sun Country Airlines Holdings, Inc.","Sun Country Airlines Holdings, Inc.",SNCY
CBRE Global Real Estate Income Fund,IGR基金,IGR
"The RMR Group, Inc.","The RMR Group, Inc.",RMR
"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",ARIS
"Desktop Metal, Inc.","Desktop Metal, Inc.",TRNE
"CBL & Associates Properties, Inc.",CBL金融,CBL
"Yext, Inc.","Yext, Inc.",YEXT
"Community Trust Bancorp, Inc. (Kentucky)",大众信托合众银行,CTBI
"Amerant Bancorp, Inc.","Amerant Bancorp, Inc.",AMTB
"Accolade, Inc.","Accolade, Inc.",ACCD
Eaton Vance Municipal Bond Fund,Eaton Vance Municipal Bond Fund,EIM
"Dine Brands Global, Inc.","Dine Brands Global, Inc.",DIN
Amalgamated Financial Corp.,Amalgamated Financial Corp.,AMAL
Eaton Vance Enhanced Equity Income Fund,Eaton Vance Enhanced Equity Income Fund,EOI
"Dynex Capital, Inc.",德尼克斯投资,DX
"Ducommun, Inc.",杜科蒙,DCO
"Dianthus Therapeutics, Inc.","Dianthus Therapeutics, Inc.",DNTH
"First Mid Bancshares, Inc.","First Mid Bancshares, Inc.",FMBH
"Peak Fintech Group, Inc.","Peak Fintech Group, Inc.",TNT
Harsco Corp.,哈斯科材料,HSC
Noah Holdings Ltd.,诺亚（中国）财富管理中心,NOAH
"C4 Therapeutics, Inc.","C4 Therapeutics, Inc.",CCCC
LANDCADIA HOLDINGS III INC,LANDCADIA HOLDINGS III INC,LCY
Sable Offshore Corp.,Sable Offshore Corp.,SOC
"Canoo, Inc.","Canoo, Inc.",HCAC
"Bristow Group, Inc.","Bristow Group, Inc.",VTOL
"Associated Capital Group, Inc.","Associated Capital Group, Inc.",AC
"DXP Enterprises, Inc.","DXP Enterprises, Inc.",DXPE
"Pitney Bowes, Inc.",必能宝公司,PBI
"Olympic Steel, Inc.","Olympic Steel, Inc.",ZEUS
"Advansix, Inc.","Advansix, Inc.",ASIX
"Brookfield Real Assets Income Fund, Inc.",北美铁路运输,RA
Tompkins Financial Corp.,Tompkins Financial Corp.,TMP
"Blend Labs, Inc.","Blend Labs, Inc.",BLND
Premier Financial Corp.,Premier Financial Corp.,PFC
RedBall Acquisition Corp.,RedBall Acquisition Corp.,RBAC
Go Acquisition Corp.,Go Acquisition Corp.,GOAC
DRDGOLD Ltd.,DRDGOLD Ltd.,DRD
VESPER HEALTHCARE ACQUISITION C,VESPER HEALTHCARE ACQUISITION C,VSPR
"DoubleDown Interactive Co., Ltd.","DoubleDown Interactive Co., Ltd.",DDI
"Novavax, Inc.",诺瓦瓦克斯医药,NVAX
"Dime Community Bancshares, Inc.",迪募社区银行,DCOM
Critical Metals Corp.,Critical Metals Corp.,CRML
"NCI Building Systems, Inc.","NCI Building Systems, Inc.",NCS
"The Rubicon Project, Inc.","The Rubicon Project, Inc.",RUBI
"Olema Pharmaceuticals, Inc.","Olema Pharmaceuticals, Inc.",OLMA
"Hawaiian Holdings, Inc.",夏威夷控股,HA
WisdomTree International Hedged Quality Dividend Growth Fund,WisdomTree International Hedged Quality Dividend Growth Fund,IHDG
"Armada Hoffler Properties, Inc.","Armada Hoffler Properties, Inc.",AHH
"Bel Fuse, Inc.","Bel Fuse, Inc.",BELFB
Comcast Holdings Corp.,Comcast Holdings Corp.,CCZ
"Eagle Bancorp, Inc. (Maryland)",伊格尔合众银行,EGBN
"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc.",LTRPB
Varex Imaging Corp.,Varex Imaging Corp.,VREX
PIMCO High Income Fund,太平洋投资管理高收入基金,PHK
Talos Petroleum LLC,斯通能源,SGY
Entercom Communications Corp.,安德康传播,ETM
PIMCO Corporate & Income Strategy Fund,太平洋投资管理企业投资基金,PCN
Bitdeer Technologies Group,Bitdeer Technologies Group,BTDR
"United Natural Foods, Inc.","United Natural Foods, Inc.",UNFI
National Energy Services Reunited Corp.,National Energy Services Reunited Corp.,NESR
"Omega Flex, Inc.",欧美佳福莱克斯,OFLX
"AMTD Digital, Inc.",尚乘数科,HKD
"Eagle Bulk Shipping, Inc.",伊格尔散货航运,EGLE
"KKR Real Estate Finance Trust, Inc.","KKR Real Estate Finance Trust, Inc.",KREF
"Artivion, Inc.","Artivion, Inc.",CRY
